state_name,state_abbr,year,poverty_rate,unempl_rate,gsp,min_wage,snap_rate,medicaid_rate,aca_exp,gov_dem
Mississippi,MS,2003,16.0,6.3,73587.2,5.15,0.12403915613085327,0.2100008646200274,0.0,1
Missouri,MO,2003,10.7,5.6,205194.2,5.15,0.10360662927454937,0.17281071243350662,0.0,1
Montana,MT,2003,15.1,4.7,25647.4,5.15,0.07755292889531659,0.08937289997064037,0.0,0
Nebraska,NE,2003,9.8,3.9,66402.1,5.15,0.05708072329972283,0.11271089004470727,0.0,0
Nevada,NV,2003,10.9,5.1,90367.5,5.15,0.049515085488138384,0.07545589968205972,0.0,0
New Hampshire,NH,2003,5.8,4.3,51378.2,5.15,0.034991092636579575,0.0784824665583198,0.0,0
New Jersey,NJ,2003,8.6,5.8,404967.3,5.15,0.03941764377481718,0.09406373519107698,0.0,1
New Mexico,NM,2003,18.1,5.9,62865.4,5.15,0.10374824108131024,0.21773096559709498,0.0,1
New York,NY,2003,14.3,6.4,902544.3,5.15,0.07483002527281715,0.19417995645480515,0.0,0
North Carolina,NC,2003,15.7,6.4,309351.3,5.15,0.07710607573688623,0.1381702418319689,0.0,1
North Dakota,ND,2003,9.7,3.7,22072.5,5.15,0.062088203663960104,0.08993185841954739,0.0,0
Ohio,OH,2003,10.9,6.2,424426.6,4.25,0.07480689628876373,0.13794142925955427,0.0,0
Oklahoma,OK,2003,12.8,5.5,105130.0,5.15,0.10850519787770921,0.14559621237972525,0.0,1
Oregon,OR,2003,12.5,8.1,127153.5,6.9,0.11230188172891738,0.11647877191478997,0.0,1
Pennsylvania,PA,2003,10.5,5.7,454517.0,5.15,0.06648232217811595,0.12028332419368681,0.0,1
Rhode Island,RI,2003,11.5,5.3,40249.7,6.15,0.0691357194994689,0.16711376945923898,0.0,0
South Carolina,SC,2003,12.7,6.9,130313.7,5.15,0.10855994161381703,0.20977390292791095,0.0,0
South Dakota,SD,2003,12.7,3.5,27196.8,5.15,0.06700806176012696,0.1242521889308904,0.0,0
Tennessee,TN,2003,14.0,5.6,203328.4,5.15,0.12454316246828728,0.22915100553848175,0.0,1
Texas,TX,2003,17.0,6.7,829722.9,5.15,0.08499291291865968,0.12506298530915466,0.0,0
Utah,UT,2003,9.1,5.6,79138.0,5.15,0.04475587645971399,0.07996654431501223,0.0,0
Vermont,VT,2003,8.5,4.3,21124.0,6.25,0.06689724823503135,0.20757682185874424,0.0,0
Virginia,VA,2003,10.0,4.1,310132.7,5.15,0.05346982894069033,0.08261597667537172,0.0,1
Washington,WA,2003,12.6,7.4,257830.2,7.01,0.06618354994950128,0.1523444430519412,0.0,1
West Virginia,WV,2003,17.4,6.0,46747.5,5.15,0.13623058056221532,0.16237477894051466,0.0,1
Wisconsin,WI,2003,9.8,5.7,203048.5,5.15,0.05415367892009112,0.13479898445084076,0.0,1
Wyoming,WY,2003,9.8,4.3,21057.8,5.15,0.05026487080223973,0.11395502658639436,0.0,1
Alabama,AL,2004,16.9,5.7,146886.7,5.15,0.1098258139032372,0.1726545551499549,0.0,0
Alaska,AK,2004,9.2,7.5,34987.9,7.15,0.07481275197713891,0.14888075888157795,0.0,0
Arizona,AZ,2004,14.4,5.0,205390.5,5.15,0.09368686314707866,0.17989566917014424,0.0,1
Arkansas,AR,2004,15.1,5.7,84557.0,5.15,0.12599293155654864,0.2110400969419781,0.0,0
California,CA,2004,13.3,6.2,1632428.7,6.75,0.052270081869703805,0.22340834083307134,0.0,0
Colorado,CO,2004,10.0,5.5,204374.6,5.15,0.05284793726269193,0.08620893536258804,0.0,0
Connecticut,CT,2004,10.0,5.0,198282.4,7.1,0.056056845153476996,0.12530126478292633,0.0,0
Delaware,DE,2004,9.1,4.0,51337.7,6.15,0.06697375912219865,0.1611597454510877,0.0,1
District of Columbia,DC,2004,16.7,7.8,80557.4,6.15,0.15615037498634973,0.24524706122722165,0.0,.
Florida,FL,2004,11.6,4.6,636087.5,5.15,0.06903273313757463,0.12388725833200405,0.0,0
Georgia,GA,2004,13.1,4.8,364229.0,5.15,0.09888505883968211,0.14998827722136393,0.0,0
Hawaii,HI,2004,8.4,3.4,53761.1,6.25,0.07741158900695604,0.14261967745760143,0.0,0
Idaho,ID,2004,9.9,4.9,43865.9,5.15,0.06566666810365268,0.12432371845995335,0.0,0
Illinois,IL,2004,12.2,6.2,561037.0,5.5,0.08495752862263681,0.1515806520101673,0.0,1
Indiana,IN,2004,11.6,5.4,236921.3,5.15,0.0844414261046073,0.12554421966797086,0.0,1
Iowa,IA,2004,10.8,4.5,116834.4,5.15,0.0606638938122009,0.10456843855114122,0.0,1
Kansas,KS,2004,11.4,5.5,98013.9,2.65,0.06199885677630667,0.09480198934088363,0.0,1
Kentucky,KY,2004,17.7,5.4,134190.8,5.15,0.1313870549704409,0.1632562737859015,0.0,0
Louisiana,LA,2004,16.7,5.9,169836.2,5.15,0.15502265039745286,0.21034840445512734,0.0,1
Maine,ME,2004,11.6,4.6,44525.7,6.35,0.10803859059380919,0.1964324862524435,0.0,1
Maryland,MD,2004,9.8,4.3,246682.0,5.15,0.04937357297318249,0.1251631756997333,0.0,0
Massachusetts,MA,2004,9.2,5.1,330936.7,6.75,0.0522339866265998,0.15027055115020693,0.0,0
Michigan,MI,2004,13.3,7.0,381443.4,5.15,0.09385215679469017,0.143352247045468,0.0,1
Minnesota,MN,2004,7.0,4.7,230245.2,5.15,0.04863973262642763,0.11273729473340968,0.0,0
Mississippi,MS,2004,18.6,6.2,77297.6,5.15,0.13044745431826127,0.22734466131996775,0.0,0
Missouri,MO,2004,12.2,5.9,215413.2,5.15,0.12172016797555771,0.17664644248931885,0.0,1
Montana,MT,2004,14.1,4.8,27894.9,5.15,0.08330887120447221,0.09184212195795954,0.0,0
Nebraska,NE,2004,9.4,3.9,70320.2,5.15,0.06510915358100344,0.11660426324905537,0.0,0
Nevada,NV,2004,10.9,4.3,103445.9,5.15,0.051263264942533145,0.07968512783530288,0.0,0
New Hampshire,NH,2004,5.4,3.8,54125.9,5.15,0.03755384184894285,0.08136756164731836,0.0,0
New Jersey,NJ,2004,8.0,4.8,422633.4,5.15,0.04269991259544058,0.09523321452011284,0.0,1
New Mexico,NM,2004,16.5,5.5,69696.5,5.15,0.11698448583050391,0.22475585773355297,0.0,1
New York,NY,2004,15.0,5.8,952281.8,5.15,0.0833600612824189,0.20797595731220092,0.0,0
North Carolina,NC,2004,14.6,5.5,327275.9,5.15,0.0873682590932559,0.14123144309840396,0.0,1
North Dakota,ND,2004,9.7,3.4,23151.9,5.15,0.06424798939049643,0.08310467578194679,0.0,0
Ohio,OH,2004,11.6,6.3,445410.3,4.25,0.08255451264559256,0.14066457327908724,0.0,0
Oklahoma,OK,2004,10.8,4.9,112872.2,5.15,0.11682632041626752,0.14947068746945238,0.0,1
Oregon,OR,2004,11.7,7.3,136304.4,7.05,0.11759079727118617,0.11857273769191612,0.0,1
Pennsylvania,PA,2004,11.3,5.4,480811.1,5.15,0.07742829144025626,0.127931316163556,0.0,1
Rhode Island,RI,2004,11.5,5.2,43218.3,6.75,0.0721473246731976,0.17155555803714756,0.0,0
South Carolina,SC,2004,14.9,6.8,135143.4,5.15,0.1180782066441047,0.20238897856312194,0.0,0
South Dakota,SD,2004,13.4,3.7,29030.5,5.15,0.0693915856260936,0.1257599987538876,0.0,0
Tennessee,TN,2004,15.9,5.3,217939.2,5.15,0.13644325167671634,0.23302969187466555,0.0,1
Texas,TX,2004,16.5,5.9,907476.2,5.15,0.10087294274905406,0.12892466887258267,0.0,0
Utah,UT,2004,9.9,5.0,85783.4,5.15,0.05138741994853388,0.08435529942787665,0.0,0
Vermont,VT,2004,7.9,3.7,22657.8,6.75,0.06914117950703316,0.20604271518905665,0.0,0
Virginia,VA,2004,9.3,3.8,332668.5,5.15,0.06499526792253439,0.08926564177337529,0.0,1
Washington,WA,2004,11.5,6.3,269983.0,7.16,0.07339748439989674,0.1465589947310454,0.0,1
West Virginia,WV,2004,14.2,5.3,49280.5,5.15,0.14089993712970109,0.16470697045536373,0.0,1
Wisconsin,WI,2004,12.3,5.0,215016.8,5.15,0.05876776787051784,0.14436003747534015,0.0,1
Wyoming,WY,2004,9.9,3.8,23220.1,5.15,0.05037850663712468,0.11372091470145707,0.0,1
Alabama,AL,2005,16.7,4.5,156403.3,5.15,0.12223628798165348,0.17692768072160628,0.0,0
Alaska,AK,2005,10.0,6.9,39788.7,7.15,0.08331559076746843,0.1491050249945273,0.0,0
Arizona,AZ,2005,15.2,4.7,228232.6,5.15,0.09424280584071763,0.18779560536708112,0.0,1
Arkansas,AR,2005,13.8,5.2,89643.1,5.15,0.13439444938454143,0.22047666801984972,0.0,0
California,CA,2005,13.2,5.4,1752648.9,6.75,0.0555997311930523,0.22493445967578993,0.0,0
Colorado,CO,2005,11.4,5.0,220307.4,5.15,0.05309411626533284,0.08853430825615818,0.0,0
Connecticut,CT,2005,9.3,4.9,208660.9,7.1,0.05821173690231642,0.12785247376927455,0.0,0
Delaware,DE,2005,9.2,4.1,52028.2,6.15,0.07286990475063598,0.16450807548955806,0.0,1
District of Columbia,DC,2005,21.3,6.4,85349.2,7.0,0.15657443717203634,0.2505518958415618,0.0,.
Florida,FL,2005,11.1,3.7,697260.1,5.15,0.07744653385448456,0.12678697355089144,0.0,0
Georgia,GA,2005,14.4,5.3,386999.9,5.15,0.10323045619264878,0.15356464015706164,0.0,0
Hawaii,HI,2005,8.6,2.9,58658.7,6.25,0.07236474156609776,0.14711900173973044,0.0,0
Idaho,ID,2005,9.9,4.0,47958.1,5.15,0.06542383253246475,0.12282801011874046,0.0,0
Illinois,IL,2005,11.5,5.7,589149.4,6.5,0.09185407691082159,0.15997942252212408,0.0,1
Indiana,IN,2005,12.6,5.5,243862.2,5.15,0.08859993985935755,0.12972110414142224,0.0,0
Iowa,IA,2005,11.3,4.3,122256.2,5.15,0.06972481273111339,0.10389704141133578,0.0,1
Kansas,KS,2005,12.5,5.0,103966.3,2.65,0.06475870205759009,0.09732163964653759,0.0,1
Kentucky,KY,2005,14.8,5.9,142708.0,5.15,0.13634046756888185,0.1645360866149526,0.0,0
Louisiana,LA,2005,18.3,7.2,197783.5,5.15,0.17652647320254125,0.2193647812319463,0.0,1
Maine,ME,2005,12.6,4.9,45869.8,6.5,0.11594745777748795,0.20447123000150896,0.0,1
Maryland,MD,2005,9.7,4.1,266065.2,5.15,0.051667277915177064,0.12719220210218227,0.0,0
Massachusetts,MA,2005,10.1,4.8,346084.7,6.75,0.05748950929912592,0.1584476105252144,0.0,0
Michigan,MI,2005,12.0,6.8,394141.2,5.15,0.1042264173694976,0.1474780415389821,0.0,1
Minnesota,MN,2005,8.1,4.1,243069.9,6.15,0.050772931780971864,0.1142394383309002,0.0,0
Mississippi,MS,2005,20.1,7.5,81224.5,5.15,0.1496787789712324,0.23122201639880754,0.0,0
Missouri,MO,2005,11.6,5.4,225089.0,5.15,0.13236360810320708,0.17586636271004957,0.0,0
Montana,MT,2005,13.8,4.4,30528.0,5.15,0.08602258052849585,0.09174749122967507,0.0,1
Nebraska,NE,2005,9.5,3.8,74120.0,5.15,0.06665637239234583,0.11529568316040277,0.0,0
Nevada,NV,2005,10.6,4.1,117056.1,5.15,0.05004105432945349,0.07216393115042989,0.0,0
New Hampshire,NH,2005,5.6,3.6,56346.8,5.15,0.040285192361601,0.08351610945619996,0.0,1
New Jersey,NJ,2005,6.8,4.5,440493.8,6.15,0.04535566103180615,0.09580726895388267,0.0,1
New Mexico,NM,2005,17.9,5.1,73662.3,5.15,0.12453565074104397,0.21358720347114332,0.0,1
New York,NY,2005,14.5,5.0,1012180.8,6.0,0.0917209413665987,0.21877522199009963,0.0,0
North Carolina,NC,2005,13.1,5.2,351337.3,5.15,0.09186784718968338,0.14164828824200867,0.0,1
North Dakota,ND,2005,11.2,3.4,24461.1,5.15,0.06532226984208057,0.0834544466783988,0.0,0
Ohio,OH,2005,12.3,5.9,465892.9,4.25,0.08786041042211157,0.1496966847300782,0.0,0
Oklahoma,OK,2005,15.6,4.5,124370.4,5.15,0.11959712528641601,0.1571849381600672,0.0,1
Oregon,OR,2005,12.0,6.2,143592.0,7.25,0.11883033387006871,0.11209364989834501,0.0,1
Pennsylvania,PA,2005,11.2,5.0,504870.6,5.15,0.0837598263131135,0.13602492853407913,0.0,1
Rhode Island,RI,2005,12.1,5.0,45133.1,6.75,0.0712462403410006,0.17411013600320624,0.0,0
South Carolina,SC,2005,15.0,6.7,142615.1,5.15,0.12203903844127255,0.20043487933679144,0.0,0
South Dakota,SD,2005,11.8,3.8,30535.0,5.15,0.07233463100247198,0.12920297152907892,0.0,0
Tennessee,TN,2005,14.9,5.6,228126.3,5.15,0.14182856213853415,0.2315088973448258,0.0,1
Texas,TX,2005,16.2,5.4,986202.7,5.15,0.10761189585287602,0.13067090734385797,0.0,0
Utah,UT,2005,9.2,4.1,94303.0,5.15,0.05422222800897906,0.08546054288549668,0.0,0
Vermont,VT,2005,7.6,3.5,23500.9,7.0,0.07278961390178923,0.20379417753917725,0.0,0
Virginia,VA,2005,9.2,3.6,360842.3,5.15,0.06446802571694599,0.09420669239769015,0.0,1
Washington,WA,2005,10.2,5.6,295858.7,7.35,0.08126054267771829,0.14957797326484804,0.0,1
West Virginia,WV,2005,15.4,5.1,53292.7,5.15,0.14415993039244338,0.1678628634457059,0.0,1
Wisconsin,WI,2005,10.2,4.7,225590.7,5.7,0.062340002084322756,0.14825016056136797,0.0,1
Wyoming,WY,2005,10.6,3.6,27219.2,5.15,0.04955879235330843,0.11848326483933895,0.0,1
Alabama,AL,2006,14.3,4.0,164347.8,5.15,0.11810029032307542,0.16714456162166144,0.0,0
Alaska,AK,2006,8.9,6.6,44457.1,7.15,0.0846332455701301,0.14909181373666894,0.0,0
Arizona,AZ,2006,14.4,4.2,248154.2,5.15,0.08969470111911465,0.17626209106736765,0.0,1
Arkansas,AR,2006,17.7,5.2,94451.6,5.15,0.1364002833691443,0.22377373562112454,0.0,0
California,CA,2006,12.2,4.9,1874851.3,6.75,0.05551330574698757,0.22366657836681852,0.0,0
Colorado,CO,2006,9.7,4.3,231256.3,5.15,0.053254761278809126,0.08550229502737361,0.0,0
Connecticut,CT,2006,8.0,4.3,222914.3,7.4,0.059784048716971905,0.12607279116180425,0.0,0
Delaware,DE,2006,9.3,3.6,54956.7,6.15,0.07645810154689806,0.17110843182802107,0.0,1
District of Columbia,DC,2006,18.3,5.8,88580.5,7.0,0.15624841198497935,0.25076706601411297,0.0,.
Florida,FL,2006,11.5,3.2,744660.6,6.4,0.07803984039183155,0.12288623486884728,0.0,0
Georgia,GA,2006,12.6,4.7,402501.1,5.15,0.10341102423127252,0.14384992354037812,0.0,0
Hawaii,HI,2006,9.2,2.6,62349.9,6.75,0.06714508551756047,0.1465904067323748,0.0,0
Idaho,ID,2006,9.5,3.5,50985.5,5.15,0.062033038077333964,0.12256744031500631,0.0,0
Illinois,IL,2006,10.6,4.5,623471.2,6.5,0.09689159760533789,0.15079617097656547,0.0,1
Indiana,IN,2006,10.6,5.0,255462.9,5.15,0.09075099298573792,0.13130119385680825,0.0,0
Iowa,IA,2006,10.3,3.7,127052.6,5.15,0.07567681560387361,0.12155758447873766,0.0,1
Kansas,KS,2006,12.8,4.4,112634.0,2.65,0.06625970753522256,0.09934775787017483,0.0,1
Kentucky,KY,2006,16.8,5.7,151185.8,5.15,0.13962280875769303,0.16662364943062008,0.0,0
Louisiana,LA,2006,17.0,4.5,205888.0,5.15,0.19287627551761524,0.23496530638569352,0.0,1
Maine,ME,2006,10.2,4.6,47929.5,6.75,0.12110282490656299,0.20807271578906014,0.0,1
Maryland,MD,2006,8.4,3.9,279423.6,5.15,0.05426960779348495,0.12308758252305207,0.0,0
Massachusetts,MA,2006,12.0,4.9,361657.3,6.75,0.0673186186015659,0.16309099849549555,0.0,0
Michigan,MI,2006,13.3,7.0,395685.3,6.95,0.11297168685665251,0.15250982928495696,0.0,1
Minnesota,MN,2006,8.2,4.0,250156.6,6.15,0.05112485487227308,0.11333741966532747,0.0,0
Mississippi,MS,2006,20.6,6.5,86064.5,5.15,0.15411820674717674,0.21510386653530594,0.0,0
Missouri,MO,2006,11.4,4.8,232906.3,5.15,0.13629819343920213,0.15289598788506142,0.0,0
Montana,MT,2006,13.5,3.5,32967.0,5.15,0.08561738736128781,0.08829401317529695,0.0,1
Nebraska,NE,2006,10.2,3.1,78283.1,5.15,0.06751479246547484,0.11610696268332983,0.0,0
Nevada,NV,2006,9.5,4.0,127008.3,6.15,0.046744346637554515,0.06917505266270735,0.0,0
New Hampshire,NH,2006,5.4,3.4,59395.5,5.15,0.04305905965274853,0.08536375649749425,0.0,1
New Jersey,NJ,2006,8.8,4.7,464317.7,7.15,0.046834684129947554,0.1018532319195851,0.0,1
New Mexico,NM,2006,16.9,4.2,77396.5,5.15,0.12469669549068184,0.20696872848328124,0.0,1
New York,NY,2006,14.0,4.5,1068634.7,6.75,0.09348068538984082,0.21653540442628805,0.0,0
North Carolina,NC,2006,13.8,4.7,382799.0,5.15,0.09581486262051053,0.1485230345161692,0.0,1
North Dakota,ND,2006,11.4,3.2,26209.0,5.15,0.06555983628518898,0.08265657769524284,0.0,0
Ohio,OH,2006,12.1,5.4,477200.7,5.15,0.09261129464282215,0.1537807024397161,0.0,0
Oklahoma,OK,2006,15.2,4.0,136949.6,5.15,0.12117643130806408,0.16266899270747254,0.0,1
Oregon,OR,2006,11.8,5.3,155166.1,7.5,0.11829279222465004,0.10838945289185191,0.0,1
Pennsylvania,PA,2006,11.3,4.6,525666.1,5.15,0.08730834272987462,0.13538812717866605,0.0,1
Rhode Island,RI,2006,10.5,4.9,47684.8,7.1,0.06885079052126995,0.1761411951507672,0.0,0
South Carolina,SC,2006,11.2,6.4,150661.4,5.15,0.12260503868079811,0.18094531542754944,0.0,0
South Dakota,SD,2006,10.7,3.1,31824.1,5.15,0.07466607409904819,0.13040446571217304,0.0,0
Tennessee,TN,2006,14.9,5.2,240111.1,5.15,0.1429544180216484,0.20802967300763406,0.0,1
Texas,TX,2006,16.4,4.9,1084171.8,5.15,0.1122686281174576,0.1288155437726192,0.0,0
Utah,UT,2006,9.3,3.0,106028.3,5.15,0.052168930832502146,0.08101343611401592,0.0,0
Vermont,VT,2006,7.8,3.7,24304.7,7.25,0.07654135869460517,0.20422962568149855,0.0,0
Virginia,VA,2006,8.6,3.1,378981.2,5.15,0.0660247793607407,0.09539135165776726,0.0,1
Washington,WA,2006,8.0,5.0,317313.8,7.35,0.08409806501680414,0.1460336007376208,0.0,1
West Virginia,WV,2006,15.3,4.9,56578.0,5.85,0.14641295642240984,0.17362870860303997,0.0,1
Wisconsin,WI,2006,10.1,4.7,235848.0,5.7,0.06596284639333197,0.15193374276465646,0.0,1
Wyoming,WY,2006,10.0,3.2,32455.9,5.15,0.046369868386563526,0.11724290992161357,0.0,1
Alabama,AL,2007,14.5,4.0,170263.9,5.15,0.11683580007019286,0.15395284238279078,0.0,0
Alaska,AK,2007,7.6,6.3,49002.6,7.15,0.0825826841099515,0.1414331912391592,0.0,0
Arizona,AZ,2007,14.3,3.9,262245.3,6.75,0.08831325744635625,0.1779017105456654,0.0,1
Arkansas,AR,2007,13.8,5.3,96991.9,6.25,0.13331507907254314,0.2175525248802064,0.0,1
California,CA,2007,12.7,5.4,1955320.9,7.5,0.056501170431337816,0.22354718556759418,0.0,0
Colorado,CO,2007,9.8,3.7,246151.0,6.85,0.05218794521414827,0.08431580551339046,0.0,1
Connecticut,CT,2007,8.9,4.5,237397.6,7.65,0.06026246927510511,0.1264759998525772,0.0,0
Delaware,DE,2007,9.3,3.4,56281.3,6.65,0.0770692022589071,0.16863225538543777,0.0,1
District of Columbia,DC,2007,18.0,5.5,94036.8,7.0,0.1506239510866916,0.25208564007214435,0.0,.
Florida,FL,2007,12.5,4.0,768568.1,6.67,0.06711746540502689,0.11143388537423177,0.0,0
Georgia,GA,2007,13.6,4.5,414779.6,5.15,0.10160847265258523,0.1301789906040521,0.0,0
Hawaii,HI,2007,7.5,2.8,65223.8,7.25,0.0681239667851103,0.14413133942653011,0.0,0
Idaho,ID,2007,9.9,3.1,53864.9,5.15,0.057848455755578516,0.12216689201085638,0.0,0
Illinois,IL,2007,10.0,5.0,648243.6,7.5,0.09817368897875892,0.15963062307053336,0.0,1
Indiana,IN,2007,11.8,4.6,269071.3,5.15,0.09203650574275907,0.13273718301103252,0.0,0
Iowa,IA,2007,8.9,3.7,137179.9,5.15,0.07947054092875062,0.12220576604788191,0.0,1
Kansas,KS,2007,11.7,4.2,122349.1,2.65,0.06552481603284736,0.09423357048047892,0.0,1
Kentucky,KY,2007,15.5,5.4,154542.4,5.15,0.14143020650874674,0.1662390242893979,0.0,0
Louisiana,LA,2007,16.1,4.3,206602.3,5.15,0.1486332900705072,0.22420473989625606,0.0,1
Maine,ME,2007,10.9,4.7,49163.3,6.75,0.12252984084880636,0.2303088075717386,0.0,1
Maryland,MD,2007,8.8,3.5,287759.7,6.15,0.056218302305441246,0.12115276307671408,0.0,1
Massachusetts,MA,2007,11.2,4.6,380288.4,7.5,0.0709302363548247,0.18893708352827052,0.0,1
Michigan,MI,2007,10.8,7.0,403717.4,6.95,0.1204254373738412,0.15887770010330673,0.0,1
Minnesota,MN,2007,9.3,4.6,259296.2,6.15,0.05308300828679043,0.11505216908194284,0.0,0
Mississippi,MS,2007,22.6,6.1,91219.5,5.15,0.14551402667030922,0.20268512985128143,0.0,0
Missouri,MO,2007,12.8,5.1,240391.9,6.5,0.13994043765112238,0.14746623928343103,0.0,0
Montana,MT,2007,13.0,3.6,36090.7,6.15,0.08289468501284329,0.08463822138558276,0.0,1
Nebraska,NE,2007,9.9,3.0,83299.6,5.15,0.06764118781680348,0.11572410622168394,0.0,0
Nevada,NV,2007,9.7,4.5,131492.6,6.15,0.04698985648993953,0.06728571911888637,0.0,0
New Hampshire,NH,2007,5.8,3.5,60711.2,5.15,0.04502796105261554,0.08499245737272769,0.0,1
New Jersey,NJ,2007,8.7,4.3,480445.0,7.15,0.047765440542251944,0.10404931616401923,0.0,1
New Mexico,NM,2007,14.0,3.8,80543.4,5.15,0.11754259900405513,0.20884240252855427,0.0,1
New York,NY,2007,14.5,4.6,1109748.6,7.15,0.0941852628024755,0.21111981365578222,0.0,1
North Carolina,NC,2007,15.5,4.7,396632.2,6.15,0.09683509729122618,0.14585518790941515,0.0,1
North Dakota,ND,2007,9.3,3.1,28781.7,5.15,0.06911838142709652,0.08063913287236031,0.0,0
Ohio,OH,2007,12.8,5.6,490823.7,6.85,0.09362784192782415,0.15218119819123882,0.0,1
Oklahoma,OK,2007,13.4,4.1,144799.5,5.15,0.1159261259719416,0.1706242300890751,0.0,1
Oregon,OR,2007,12.8,5.2,161431.6,7.8,0.11779926859349718,0.1010262955493702,0.0,1
Pennsylvania,PA,2007,10.4,4.4,559142.6,6.25,0.09034954568778879,0.1355177919150661,0.0,1
Rhode Island,RI,2007,9.5,5.2,47759.9,7.4,0.07217811153724292,0.1738706062053409,0.0,0
South Carolina,SC,2007,14.1,5.7,159101.4,5.15,0.12270015818690357,0.16291720952001637,0.0,0
South Dakota,SD,2007,9.4,2.8,34816.0,5.15,0.076104408285257,0.12990779701954086,0.0,0
Tennessee,TN,2007,14.8,4.7,244194.2,5.15,0.14004343132395586,0.2036906747982869,0.0,1
Texas,TX,2007,16.5,4.3,1178221.1,5.15,0.10163644376550621,0.1318965358442896,0.0,0
Utah,UT,2007,9.6,2.6,114657.1,5.15,0.04753159084837394,0.07426823099717986,0.0,0
Vermont,VT,2007,9.9,4.0,24689.3,7.53,0.08438428757251625,0.20165329817588667,0.0,0
Virginia,VA,2007,8.6,3.0,392929.0,5.15,0.06644716810734098,0.09362856405625081,0.0,1
Washington,WA,2007,10.2,4.7,346491.1,7.93,0.08300329315383358,0.13939934570253407,0.0,1
West Virginia,WV,2007,14.8,4.6,58628.8,5.85,0.14685679577242083,0.1714346158124197,0.0,1
Wisconsin,WI,2007,11.0,4.9,243841.3,6.5,0.06822052212038444,0.149240702042053,0.0,1
