state_name,state_abbr,year,poverty_rate,unempl_rate,gsp,min_wage,snap_rate,medicaid_rate,aca_exp,gov_dem
Missouri,MO,2012,15.2,6.9,268861.9,7.25,0.15734243669085898,0.16285296031931654,0.0,1
Montana,MT,2012,13.4,6.0,42041.6,7.65,0.12539928121914795,0.1154940858731419,0.0,1
Nebraska,NE,2012,12.2,4.0,102605.3,7.25,0.09500506215119708,0.1311231892464427,0.0,0
Nevada,NV,2012,15.8,11.2,127789.1,8.25,0.12933683212366198,0.11131758209560072,0.0,0
New Hampshire,NH,2012,8.1,5.5,67635.7,7.25,0.08827349233366963,0.10554646013689443,0.0,1
New Jersey,NJ,2012,9.3,9.3,519569.0,7.25,0.09340180899999119,0.13719841238077085,0.0,0
New Mexico,NM,2012,20.4,7.1,87644.8,7.5,0.20996016881065524,0.27194392397100764,0.0,0
New York,NY,2012,17.2,8.5,1323400.8,7.25,0.15720237605178417,0.2598825766114142,0.0,1
North Carolina,NC,2012,17.2,9.3,439539.7,7.25,0.1711464458910407,0.17165281498205648,0.0,1
North Dakota,ND,2012,11.4,3.1,51624.6,7.25,0.08385388732643445,0.0955280842470364,0.0,0
Ohio,OH,2012,15.4,7.4,540882.4,7.7,0.15654383241623482,0.20155385917803764,0.0,0
Oklahoma,OK,2012,18.0,5.2,173238.8,7.25,0.16103090731834546,0.20818217383721752,0.0,0
Oregon,OR,2012,13.5,8.8,174427.6,8.8,0.2090846689446861,0.1597781072638863,0.0,1
Pennsylvania,PA,2012,13.9,7.8,640663.1,7.25,0.1409251876578567,0.16762114989459642,0.0,0
Rhode Island,RI,2012,13.6,10.4,51607.4,7.4,0.16389371157979976,0.17896097270962744,0.0,0
South Carolina,SC,2012,16.7,9.2,175328.5,7.25,0.1843831485404742,0.1960285363362597,0.0,0
South Dakota,SD,2012,12.8,4.3,43550.7,7.25,0.12458021716336798,0.14213991453586158,0.0,0
Tennessee,TN,2012,18.6,7.8,283482.0,7.25,0.20403332218761436,0.20705703746789925,0.0,0
Texas,TX,2012,17.0,6.7,1410447.8,7.25,0.1548215648492297,0.15652540681181273,0.0,0
Utah,UT,2012,11.0,5.4,128764.2,7.25,0.09703947080212029,0.09894318132036624,0.0,0
Vermont,VT,2012,11.2,5.0,28893.6,8.46,0.1542580406970244,0.2694916066380233,0.0,1
Virginia,VA,2012,10.6,6.1,445120.7,7.25,0.11165164747320734,0.11685615778953902,0.0,0
Washington,WA,2012,11.6,8.1,400623.3,9.04,0.16066120753225505,0.16727799012274508,0.0,1
West Virginia,WV,2012,16.7,7.5,69335.6,7.25,0.18678320315024408,0.19068734947804694,0.0,1
Wisconsin,WI,2012,11.4,7.0,274540.5,7.25,0.14603464592409737,0.1949183211071406,0.0,0
Wyoming,WY,2012,9.6,5.3,38437.7,5.15,0.0595985054788697,0.11677497158622605,0.0,0
Alabama,AL,2013,16.7,7.2,192166.5,7.25,0.18950456870184992,0.19779274923132759,0.0,0
Alaska,AK,2013,10.9,7.0,56625.3,7.75,0.12395577246604113,0.1486972708081208,0.0,0
Arizona,AZ,2013,20.2,7.7,275007.5,7.8,0.16751768191963412,0.2004066479675743,0.0,0
Arkansas,AR,2013,17.1,7.2,112764.6,6.25,0.1705146031965939,0.22467054132594444,0.0,1
California,CA,2013,14.9,8.9,2261510.6,8.0,0.10870217463117003,0.2719986653698472,0.0,1
Colorado,CO,2013,10.6,6.9,288383.5,7.78,0.09639979933707025,0.13837448413229367,0.0,1
Connecticut,CT,2013,11.3,7.8,244127.5,8.25,0.11831385588402936,0.20499098569310853,0.0,1
Delaware,DE,2013,14.0,6.7,61007.5,7.25,0.1658090400789973,0.22845981272791843,0.0,1
District of Columbia,DC,2013,21.3,8.5,115021.1,8.25,0.22270695993273704,0.31310474790994514,0.0,.
Florida,FL,2013,14.9,7.2,800886.0,7.79,0.18195752985796665,0.16832414789993114,0.0,0
Georgia,GA,2013,16.3,8.2,459578.7,5.15,0.1953564989507624,0.1595190122736784,0.0,0
Hawaii,HI,2013,11.1,4.9,75807.8,7.25,0.1344581510435344,0.19888968026114812,0.0,1
Idaho,ID,2013,12.9,6.1,61155.2,7.25,0.14089213297368555,0.14998454573778897,0.0,0
Illinois,IL,2013,13.3,9.0,734808.5,8.25,0.15820339990394822,0.20245629182926358,0.0,1
Indiana,IN,2013,11.6,7.7,308725.4,7.25,0.14097296025872952,0.16607682509496152,0.0,0
Iowa,IA,2013,10.8,4.7,161583.0,7.25,0.13590198008598134,0.17327595209436025,0.0,0
Kansas,KS,2013,13.2,5.3,143065.8,7.25,0.10956078686940328,0.12411810817873008,0.0,0
Kentucky,KY,2013,20.0,8.0,182470.7,7.25,0.19807176521496897,0.18210263268961344,0.0,1
Louisiana,LA,2013,19.2,6.7,228688.3,7.25,0.2032855828715023,0.2695873545553956,0.0,0
Maine,ME,2013,12.3,6.6,53670.7,7.5,0.18758796062376085,0.20760401473182788,0.0,0
Maryland,MD,2013,10.3,6.6,340706.2,7.25,0.13016989330745538,0.1580230105814639,0.0,1
Massachusetts,MA,2013,11.9,6.7,455653.3,8.0,0.13221764012265178,0.20344851984451795,0.0,1
Michigan,MI,2013,14.5,8.8,433755.8,7.4,0.17912176170538577,0.19149344829273288,0.0,0
Minnesota,MN,2013,12.0,5.0,308784.5,6.15,0.10213918504163405,0.16739087747454087,0.0,1
Mississippi,MS,2013,22.5,8.5,101474.2,7.25,0.2237166234205984,0.21685368709119082,0.0,0
Missouri,MO,2013,13.7,6.7,277394.2,7.35,0.15394582152940506,0.15915334525797029,0.0,1
Montana,MT,2013,14.5,5.4,43136.8,7.8,0.12681022870667907,0.11918280847184552,0.0,1
Nebraska,NE,2013,11.0,3.8,106516.8,7.25,0.09634519377530118,0.11381675341865748,0.0,0
Nevada,NV,2013,17.4,9.6,130686.6,8.25,0.13002776207956138,0.11293349711992565,0.0,0
New Hampshire,NH,2013,9.0,5.1,69495.5,7.25,0.08843124363986124,0.10462663818329562,0.0,1
New Jersey,NJ,2013,11.1,8.2,537346.4,7.25,0.09893516655579356,0.13944788354304383,0.0,0
New Mexico,NM,2013,21.7,6.9,88533.0,7.5,0.2104704628411302,0.2426069638139956,0.0,0
New York,NY,2013,14.5,7.7,1361962.9,7.25,0.16155690909404988,0.2696460185604211,0.0,1
North Carolina,NC,2013,18.6,8.0,455266.8,7.25,0.17308160736360112,0.1525194304044889,0.0,0
North Dakota,ND,2013,9.9,2.9,53733.4,7.25,0.07828256942867115,0.09030020663789617,0.0,0
Ohio,OH,2013,13.7,7.5,560936.8,7.85,0.15761636348543331,0.20546462182089448,0.0,0
Oklahoma,OK,2013,14.0,5.3,181858.2,7.25,0.16137980312020042,0.2112971145646206,0.0,0
Oregon,OR,2013,15.1,7.9,179389.5,8.95,0.20843378028832868,0.15960742063415176,0.0,1
Pennsylvania,PA,2013,12.4,7.4,663334.5,7.25,0.13969529462695368,0.1689049630844088,0.0,0
Rhode Island,RI,2013,13.5,9.3,52797.5,7.75,0.17053193072380224,0.16927610297218887,0.0,0
South Carolina,SC,2013,15.9,7.6,182837.0,7.25,0.18384782581316855,0.16395610485130394,0.0,0
South Dakota,SD,2013,10.3,3.8,44956.5,7.25,0.12353034170073939,0.14027633334757977,0.0,0
Tennessee,TN,2013,18.1,7.8,293265.3,7.25,0.2066552439046924,0.20467884342365814,0.0,0
Texas,TX,2013,16.8,6.3,1500554.3,7.25,0.1526378580675889,0.13761946349028367,0.0,0
Utah,UT,2013,8.3,4.6,134529.5,7.25,0.08683825457958891,0.09955273947074171,0.0,0
Vermont,VT,2013,8.7,4.4,28966.0,8.6,0.16055516520017246,0.27168681432746206,0.0,1
Virginia,VA,2013,10.4,5.7,455166.9,7.25,0.1140188415723035,0.10316964936496863,0.0,0
Washington,WA,2013,12.0,7.0,419671.3,9.19,0.15988559950947626,0.16791836857776116,0.0,1
West Virginia,WV,2013,17.3,6.8,70998.6,7.25,0.18916487857581313,0.1905390433428951,0.0,1
Wisconsin,WI,2013,11.0,6.7,281832.6,7.25,0.14934046326546335,0.1667319184333161,0.0,0
Wyoming,WY,2013,11.8,4.7,38943.0,5.15,0.0653577200311962,0.11402764368981072,0.0,0
Alabama,AL,2014,17.8,6.8,195037.7,7.25,0.18630946885651387,0.21375422647656378,0.0,0
Alaska,AK,2014,11.9,6.9,55750.6,7.75,0.11882115979861005,0.15967773261096616,0.0,0
Arizona,AZ,2014,21.2,6.8,284851.4,7.9,0.15516284067560193,0.23773429654316905,1.0,0
Arkansas,AR,2014,18.4,6.0,116151.8,6.25,0.16579036406379744,0.29324672978831245,1.0,1
California,CA,2014,15.8,7.5,2399077.7,9.0,0.11269365897407703,0.20017878604570327,1.0,1
Colorado,CO,2014,12.3,5.0,305690.9,8.0,0.09442232959714218,0.19578434126757607,1.0,1
Connecticut,CT,2014,8.6,6.6,248778.9,8.7,0.12200753145618168,0.1810083894279187,1.0,1
Delaware,DE,2014,11.0,5.7,67549.8,7.75,0.16110894843574228,0.2053122456398856,1.0,1
District of Columbia,DC,2014,19.0,7.8,119722.8,9.5,0.21546273145631772,0.35654237779468784,1.0,.
Florida,FL,2014,16.7,6.3,840386.4,7.93,0.1776845114341186,0.1954124454150782,0.0,0
Georgia,GA,2014,16.8,7.1,485282.5,5.15,0.18036980800569927,0.1728324180577908,0.0,0
Hawaii,HI,2014,10.8,4.4,77819.3,7.25,0.1373338856927138,0.20300762510445106,1.0,1
Idaho,ID,2014,12.4,4.8,63799.4,7.25,0.1298384169817891,0.16973451240626028,0.0,0
Illinois,IL,2014,13.7,7.1,766120.8,8.25,0.15641306181003786,0.22777605606988183,1.0,1
Indiana,IN,2014,14.6,6.0,325008.3,7.25,0.1353878068030364,0.16634261722349583,0.0,0
Iowa,IA,2014,10.3,4.2,172121.9,7.25,0.13123964815797515,0.17686493961760497,1.0,0
Kansas,KS,2014,12.1,4.5,148942.7,7.25,0.10117515234573647,0.12746429464139494,0.0,0
Kentucky,KY,2014,20.0,6.5,186419.0,7.25,0.18758734300346439,0.2511736158604587,0.0,1
Louisiana,LA,2014,23.1,6.4,237717.1,7.25,0.18891850647274244,0.2723683159371001,0.0,0
Maine,ME,2014,14.6,5.6,55826.7,7.5,0.17326850620775597,0.22129434285873192,0.0,0
Maryland,MD,2014,9.8,5.8,353248.7,7.25,0.1322074173746656,0.19475606581053811,1.0,1
Massachusetts,MA,2014,13.6,5.7,473052.0,8.0,0.12767463855596284,0.2659253931478385,1.0,1
Michigan,MI,2014,14.8,7.2,448572.1,8.15,0.16912857074952203,0.21441063347596057,1.0,0
Minnesota,MN,2014,8.3,4.2,322690.2,8.0,0.09791511001766806,0.1889110394474195,1.0,1
Mississippi,MS,2014,22.1,7.5,103519.8,7.25,0.2196549168892628,0.2304498827608254,0.0,0
Missouri,MO,2014,10.4,6.1,284237.2,7.5,0.1417416393971007,0.12918508992929892,0.0,1
Montana,MT,2014,12.0,4.7,44608.4,7.9,0.12223288895151922,0.14562727707759018,0.0,1
Nebraska,NE,2014,11.8,3.3,111386.8,7.25,0.09233654069741146,0.12333975941310718,0.0,0
Nevada,NV,2014,17.0,7.9,134518.4,8.25,0.1361506912906885,0.1826738661029774,1.0,0
New Hampshire,NH,2014,7.2,4.3,72304.4,7.25,0.08377526829220731,0.10432815011313686,0.3780821917808219,1
New Jersey,NJ,2014,11.3,6.8,545465.3,8.25,0.09965948542082063,0.1730573268167217,1.0,0
New Mexico,NM,2014,20.0,6.7,92586.3,7.5,0.2060818312684727,0.32500354140185916,1.0,0
New York,NY,2014,14.0,6.3,1425724.1,8.0,0.15891665630674476,0.2940629785208922,1.0,1
North Carolina,NC,2014,17.1,6.3,476260.2,7.25,0.15863222847496403,0.18717760506084485,0.0,0
North Dakota,ND,2014,9.7,2.7,58679.9,7.25,0.07289520898398565,0.10723608999716572,1.0,0
Ohio,OH,2014,15.6,5.8,592876.2,7.95,0.15101097158420024,0.23710282951382006,1.0,0
Oklahoma,OK,2014,17.3,4.5,193546.4,7.25,0.15690114994454885,0.1889792833610138,0.0,0
Oregon,OR,2014,14.4,6.8,188777.5,9.1,0.2024074217989102,0.24353559861567947,1.0,1
Pennsylvania,PA,2014,12.5,5.9,691173.2,7.25,0.1404527712138419,0.16388776220913578,0.0,0
Rhode Island,RI,2014,11.3,7.7,54297.7,8.0,0.1690613825080308,0.2455101445542154,1.0,1
South Carolina,SC,2014,16.5,6.5,191981.5,7.25,0.17300523652686356,0.2259659089848966,0.0,0
South Dakota,SD,2014,12.8,3.4,46369.9,7.25,0.11887239748024152,0.12375622549695041,0.0,0
Tennessee,TN,2014,17.3,6.6,303788.8,7.25,0.20065131551087617,0.2178219577592753,0.0,0
Texas,TX,2014,16.4,5.1,1568070.8,7.25,0.14288041169050983,0.15168074062874093,0.0,0
Utah,UT,2014,10.2,3.8,141528.0,7.25,0.07828412406503639,0.10620287727209735,0.0,0
Vermont,VT,2014,9.3,3.9,29690.7,8.73,0.14874906831900758,0.29382739350046544,1.0,1
Virginia,VA,2014,10.2,5.2,464514.4,7.25,0.11056464612592021,0.10908130953786148,0.0,1
Washington,WA,2014,12.0,6.1,442930.0,9.32,0.15529476636348624,0.22513857871150325,1.0,1
West Virginia,WV,2014,20.6,6.6,71769.1,7.25,0.19600062503751037,0.26920408826438,1.0,1
Wisconsin,WI,2014,10.9,5.4,293836.7,7.25,0.14631475999843518,0.20866657103985464,0.0,0
Wyoming,WY,2014,9.7,4.1,39431.7,5.15,0.06157783877596214,0.11728131206751229,0.0,0
Alabama,AL,2015,16.3,6.1,200197.5,7.25,0.18328862301067916,0.2164791594665427,0.0,0
Alaska,AK,2015,9.2,6.5,50728.1,8.75,0.10999521354634183,0.17630013911902134,0.3315068493150685,0
Arizona,AZ,2015,17.2,6.1,298615.0,8.05,0.14633212468644194,0.2544587766681758,1.0,0
Arkansas,AR,2015,16.1,5.0,117734.3,7.5,0.15745347287887906,0.30726334834092667,1.0,0
California,CA,2015,13.9,6.2,2559643.2,9.0,0.11351474618008175,0.2473557703116896,1.0,1
Colorado,CO,2015,9.9,3.9,317992.4,8.23,0.09083984528007165,0.22776001935925488,1.0,1
Connecticut,CT,2015,9.1,5.7,262372.7,9.15,0.12326351041308324,0.22745671878458554,1.0,1
Delaware,DE,2015,11.1,4.9,71547.8,8.25,0.15934149409509887,0.22304016352687697,1.0,1
District of Columbia,DC,2015,16.6,6.9,124853.7,10.5,0.21001640997927154,0.3684749777909387,1.0,.
Florida,FL,2015,16.2,5.5,897754.7,8.05,0.18091750300187412,0.2019020001047056,0.0,0
Georgia,GA,2015,18.1,6.0,515753.0,5.15,0.1768964279815968,0.17880743496527515,0.0,0
Hawaii,HI,2015,10.9,3.6,82644.0,7.75,0.13283275386554078,0.21034603516608394,1.0,1
Idaho,ID,2015,12.3,4.1,66082.0,7.25,0.1192395305073895,0.18184813504544659,0.0,0
Illinois,IL,2015,10.9,6.0,795326.1,8.25,0.15882411678187727,0.23384340495965716,1.0,0
Indiana,IN,2015,13.5,4.8,329527.7,7.25,0.12586066941548224,0.17420512794128462,0.9123287671232877,0
Iowa,IA,2015,10.4,3.8,179459.2,7.25,0.12535365720803857,0.182678727058341,1.0,0
Kansas,KS,2015,14.2,4.2,154015.6,7.25,0.09418120684315047,0.12842577769558108,0.0,0
Kentucky,KY,2015,19.5,5.3,192819.3,7.25,0.17372028978467124,0.2900630279061613,0.0,1
Louisiana,LA,2015,18.6,6.3,231751.8,7.25,0.18430999927539776,0.3032760597415271,0.0,0
Maine,ME,2015,12.3,4.4,57559.8,7.5,0.15251421278332136,0.20955805405861194,0.0,0
Maryland,MD,2015,9.6,5.1,370768.3,8.25,0.13048642438253918,0.1880012269524566,1.0,0
Massachusetts,MA,2015,11.5,4.8,503178.5,9.0,0.1156537701266428,0.2761071603720099,1.0,0
Michigan,MI,2015,12.8,5.4,473149.5,8.15,0.15821480311305752,0.22715009441974524,1.0,0
Minnesota,MN,2015,7.8,3.7,333065.8,9.0,0.09048162555417408,0.21420761498655974,1.0,1
Mississippi,MS,2015,19.1,6.4,105427.9,7.25,0.21292569009369675,0.24955068996821453,0.0,0
Missouri,MO,2015,9.8,5.0,293938.3,7.65,0.13910315595286485,0.14904791581710128,0.0,1
Montana,MT,2015,11.9,4.2,46269.3,8.05,0.11555981464858439,0.1270753778597249,0.0,1
Nebraska,NE,2015,10.3,3.0,115663.9,8.0,0.09205019502695798,0.12469511340750192,0.0,0
Nevada,NV,2015,13.0,6.7,143554.0,8.25,0.14664182485222044,0.18383195456896712,1.0,0
New Hampshire,NH,2015,7.3,3.4,75832.0,7.25,0.07954228555393422,0.13584165824821343,1.0,1
New Jersey,NJ,2015,11.2,5.8,569116.5,8.38,0.10213496567244579,0.19871607290479457,1.0,0
New Mexico,NM,2015,19.7,6.5,91322.0,7.5,0.21689004389527355,0.38106611285838116,1.0,0
New York,NY,2015,14.2,5.3,1485620.8,8.75,0.15462527659844233,0.3384317494889,1.0,1
North Carolina,NC,2015,15.3,5.7,502808.4,7.25,0.16410091125623852,0.1967628243660113,0.0,0
North Dakota,ND,2015,10.7,2.8,55069.1,7.25,0.07048134155365711,0.11778809812403689,1.0,0
Ohio,OH,2015,13.6,4.9,609321.7,8.1,0.14428742020569438,0.26495854066015945,1.0,0
Oklahoma,OK,2015,14.2,4.4,184140.4,7.25,0.15302651661337766,0.1934549175086328,0.0,0
Oregon,OR,2015,11.9,5.6,202718.6,9.25,0.19417064347456242,0.27735027112958044,1.0,1
Pennsylvania,PA,2015,12.3,5.3,711787.2,7.25,0.14287772342775726,0.1941390520293354,1.0,1
Rhode Island,RI,2015,11.8,6.0,56560.7,9.0,0.16573285422772271,0.26236453248616326,1.0,1
South Carolina,SC,2015,14.3,6.0,204000.4,7.25,0.16446891804434152,0.24637025244391894,0.0,0
South Dakota,SD,2015,13.9,3.1,47630.5,8.5,0.11540306573394474,0.12860602256706183,0.0,0
Tennessee,TN,2015,14.7,5.6,323658.5,7.25,0.18652085543234356,0.23788098319418252,0.0,0
Texas,TX,2015,14.7,4.4,1564374.3,7.25,0.13559084723744283,0.1564292406247734,0.0,0
Utah,UT,2015,9.3,3.6,148917.8,7.25,0.07565903210606892,0.10989072165294189,0.0,0
Vermont,VT,2015,10.7,3.6,30663.7,9.15,0.13594288485899272,0.32060439911966426,1.0,1
Virginia,VA,2015,10.9,4.5,484530.8,7.25,0.10289338741095228,0.11544321515155574,0.0,1
Washington,WA,2015,11.4,5.6,471702.8,9.47,0.1494952461710548,0.24403932237403325,1.0,1
West Virginia,WV,2015,14.5,6.7,70815.9,8.0,0.19972761325696914,0.2926587226188214,1.0,1
Wisconsin,WI,2015,11.4,4.5,306498.9,7.25,0.13982794764396086,0.20932226338062884,0.0,0
Wyoming,WY,2015,9.8,4.3,37860.7,5.15,0.05567755497231106,0.12403925459305036,0.0,0
Alabama,AL,2016,16.2,5.8,204454.7,7.25,0.17487398543237673,0.21362920926694115,0.0,0
Alaska,AK,2016,12.6,6.9,49755.6,9.75,0.11103288664465592,0.20812967998101034,1.0,0
Arizona,AZ,2016,16.1,5.4,313056.5,8.05,0.13832229373214974,0.27267618027878116,1.0,0
Arkansas,AR,2016,16.0,4.0,119191.8,8.0,0.1425019013899378,0.2943799796516159,1.0,0
California,CA,2016,13.9,5.5,2671100.5,10.0,0.1108083089189332,0.32314813980309043,1.0,1
Colorado,CO,2016,8.5,3.3,327757.3,8.31,0.08587678940066418,0.24028260322085349,1.0,1
Connecticut,CT,2016,9.8,5.1,266747.3,9.6,0.12062045626485932,0.24113583003017489,1.0,1
Delaware,DE,2016,11.6,4.5,69284.2,8.25,0.15550188055696945,0.21327697458481792,1.0,1
District of Columbia,DC,2016,16.3,6.1,129477.1,11.5,0.19629929354126113,0.3600985688560326,1.0,.
Florida,FL,2016,13.0,4.8,941561.2,8.05,0.1675859924068123,0.19346381981069957,0.0,0
Georgia,GA,2016,15.4,5.4,541292.2,5.15,0.16826747325005412,0.18030953543476003,0.0,0
Hawaii,HI,2016,9.3,3.0,85899.9,8.5,0.12379803566787782,0.22937545838735912,1.0,1
Idaho,ID,2016,11.1,3.8,69075.5,7.25,0.11014336832344655,0.18249919756535385,0.0,0
Illinois,IL,2016,12.1,5.8,803943.7,8.25,0.14932248884932733,0.22542271468247757,1.0,0
Indiana,IN,2016,11.8,4.4,337217.2,7.25,0.11178414495326111,0.1931238001755723,1.0,0
Iowa,IA,2016,9.8,3.6,179939.8,7.25,0.12157773703595007,0.18896674970803523,1.0,0
Kansas,KS,2016,11.2,4.0,159232.8,7.25,0.08720254331733339,0.1376607609339422,0.0,0
Kentucky,KY,2016,15.2,5.1,195840.2,7.25,0.15012092789344827,0.29657548969375297,0.0,0
Louisiana,LA,2016,20.2,6.1,223409.5,7.25,0.1981918007924098,0.31242108233302374,0.5013698630136987,1
Maine,ME,2016,12.7,3.8,59754.2,7.5,0.14214871439334134,0.200457141311949,0.0,0
Maryland,MD,2016,7.1,4.5,387620.2,8.75,0.12398849770368844,0.18954818856156833,1.0,0
Massachusetts,MA,2016,9.6,3.9,519143.5,10.0,0.1141906158735965,0.2666154034639739,1.0,0
Michigan,MI,2016,11.1,5.0,488962.6,8.5,0.14809341092084063,0.23327103540088304,1.0,0
Minnesota,MN,2016,8.7,3.9,341696.3,9.5,0.08669295553080135,0.2064607738472035,1.0,1
Mississippi,MS,2016,21.1,5.8,106492.9,7.25,0.19500337691076589,0.24313523239103355,0.0,0
Missouri,MO,2016,13.0,4.6,297752.6,7.65,0.13318088066060635,0.1605556637071463,0.0,1
Montana,MT,2016,11.7,4.1,45680.3,8.05,0.11204783741121516,0.20021059528716184,1.0,1
Nebraska,NE,2016,9.6,3.1,116879.2,9.0,0.09228039647022275,0.12379094214154374,0.0,0
Nevada,NV,2016,10.1,5.7,150287.3,8.25,0.15073607665027286,0.20271575969396377,1.0,0
New Hampshire,NH,2016,6.4,2.9,78509.0,7.25,0.07335430717414124,0.14134396974760619,1.0,1
New Jersey,NJ,2016,9.4,5.0,581504.4,8.38,0.09920010840026527,0.19087295919534897,1.0,0
New Mexico,NM,2016,17.8,6.6,91240.2,7.5,0.22530132002313985,0.4141635948996715,1.0,0
New York,NY,2016,11.9,4.9,1545987.7,9.0,0.1511823100886916,0.31138754780876776,1.0,1
North Carolina,NC,2016,13.6,5.1,520356.6,7.25,0.15444802983577796,0.19624594821674268,0.0,0
North Dakota,ND,2016,11.1,3.1,50792.3,7.25,0.07191086297807363,0.12383058027607452,1.0,0
Ohio,OH,2016,13.7,5.0,621542.6,8.1,0.13826558722131066,0.259758371102174,1.0,0
Oklahoma,OK,2016,14.6,4.8,177813.0,7.25,0.15609203605095953,0.16881612884904507,0.0,0
Oregon,OR,2016,11.8,4.8,214617.5,9.75,0.17967440395738263,0.25797950892621374,1.0,1
Pennsylvania,PA,2016,11.1,5.4,726884.5,7.25,0.14581410586143703,0.21648994408272393,1.0,1
Rhode Island,RI,2016,11.4,5.2,57529.4,9.6,0.16186587431513005,0.2681803987622661,1.0,1
South Carolina,SC,2016,14.1,5.0,213584.6,7.25,0.1623673246781746,0.2449096081297822,0.0,0
South Dakota,SD,2016,14.5,3.0,48731.3,8.55,0.11122067773199412,0.12553824119694645,0.0,0
Tennessee,TN,2016,14.9,4.7,334435.7,7.25,0.16750366009079132,0.25791580211284665,0.0,0
Texas,TX,2016,13.8,4.6,1567687.1,7.25,0.13500095470403994,0.15420877604076175,0.0,0
Utah,UT,2016,8.6,3.4,157442.7,7.25,0.07226480570491553,0.10950968286592318,0.0,0
Vermont,VT,2016,9.6,3.2,31430.4,9.6,0.1278186567295805,0.32451652110054086,1.0,1
Virginia,VA,2016,11.4,4.1,496570.2,7.25,0.09825726334483775,0.11833536937584378,0.0,1
Washington,WA,2016,11.0,5.3,493634.5,9.47,0.13864890344056036,0.247866314103623,1.0,1
West Virginia,WV,2016,18.0,6.1,70006.2,8.75,0.19526297594295647,0.30892675842957734,1.0,1
Wisconsin,WI,2016,10.7,4.0,313440.2,7.25,0.12612574376869598,0.20692429860368622,0.0,0
Wyoming,WY,2016,10.9,5.3,35704.0,5.15,0.057946132844928666,0.11030528144604299,0.0,0
